fecha,tmax,wspd,presMax,aptoplay
2024-12-01,22.4,3.3,1022.0,-1
2024-12-02,18.0,3.1,1021.8,-1
2024-12-03,20.2,2.8,1023.0,-1
2024-12-04,18.8,2.2,1026.9,-1
2024-12-05,19.8,3.1,1028.0,-1
2024-12-06,21.1,3.9,1027.8,-1
2024-12-07,17.6,3.6,1025.2,-1
2024-12-08,18.0,4.2,1023.8,-1
2024-12-09,14.2,2.2,1020.1,-1
2024-12-10,14.9,3.1,1018.0,-1
2024-12-11,15.0,2.8,1014.4,-1
2024-12-12,14.8,4.2,1014.9,-1
2024-12-13,19.0,1.9,1024.3,-1
2024-12-14,16.2,3.1,1027.9,-1
2024-12-15,18.1,4.2,1030.8,-1
2024-12-16,18.2,8.6,1030.1,-1
2024-12-17,20.0,2.8,1030.1,-1
2024-12-18,21.0,2.2,1030.0,-1
2024-12-19,21.0,3.1,1028.0,-1
2024-12-20,14.6,2.8,1027.1,-1
2024-12-21,17.5,4.7,1027.1,-1
2024-12-22,18.5,2.5,1028.0,-1
2024-12-23,20.2,5.0,1024.2,-1
2024-12-24,18.1,3.1,1023.7,-1
2024-12-25,18.9,2.2,1023.5,-1
2024-12-26,19.3,5.6,,-1
2024-12-27,19.4,6.1,1024.2,-1
2024-12-28,18.4,3.3,1025.1,-1
2024-12-29,17.7,3.1,1025.7,-1
2024-12-30,20.1,2.5,1026.7,-1
2024-12-31,16.6,1.9,1026.5,-1
2025-01-01,17.1,2.5,1026.3,-1
2025-01-02,18.4,2.2,1027.0,-1
2025-01-03,18.3,1.9,1026.0,-1
2025-01-04,18.6,2.5,1024.5,-1
